,Source,Target
685,He got angry.,তিনি রেগে গেছিলেন।
686,He got angry.,উনি রেগে গেছিলেন।
687,He got angry.,ইনি রেগে গেছিলেন।
688,He got angry.,ও রেগে গেছিলো।
689,He is eating.,উনি খাচ্ছেন।
690,He is eating.,তিনি খাচ্ছেন।
691,He is eating.,সে খাচ্ছে।
692,He is eating.,ও খাচ্ছে।
693,Hold my hand.,আমার হাতটা ধরুন।
694,Hold my hand.,আমার হাতটা ধরো।
695,I don't care.,আমি পরোয়া করি না।
696,I don't know.,আমি জানি না।
697,I drink beer.,আমি বিয়ার খাই।
698,I teach here.,আমি এখানে পড়াই।
699,I understand.,আমি বুঝি।
700,I was amazed.,আমি অবাক হয়ে গেছিলাম।
701,I will fight.,আমি লড়বো।
702,I won't come.,আমি আসবো না।
703,I won't lose!,আমি হারবো না।
704,I'll be late.,আমার দেরী হবে।
705,I'm a doctor.,আমি ডাক্তার।
706,I'm a doctor.,আমি একজন ডাক্তার।
707,I'm pregnant.,আমি গর্ভবতী।
708,I'm speaking.,আমি কথা বলছি।
709,I'm too busy.,আমি খুব ব্যস্থ আছি।
710,I've seen it.,আমি এটা দেখেছি।
711,I've seen it.,আমি ওটা দেখেছি।
712,Is Tom there?,টম কি ওখানে আছে?
713,It's too low.,খুব নিচু।
714,It's too low.,এটা খুব নিচু।
715,Let go of me.,আমাকে ছেড়ে দিন।
716,Let go of me.,আমাকে ছেড়ে দাও।
717,Let me speak.,আমাকে বলতে দাও।
718,Let me speak.,আমাকে কথা বলতে দাও।
719,Let me speak.,আমাকে বলতে দিন।
720,Let me speak.,আমাকে কথা বলতে দিন।
721,Let's review.,পুনর্বিচার করা যাক।
722,My arm hurts.,আমার হাত ব্যাথা করছে।
723,My feet hurt.,আমার পা ব্যাথা করছে।
724,My hip hurts.,আমার কোমর ব্যাথা করছে।
725,My jaw hurts.,আমার মারি ব্যাথা করছে।
726,Now fix that.,এবার ওটা ঠিক করো।
727,Now fix that.,এবার ওটা ঠিক করুন।
728,Please hurry.,একটু তারাতারি করুন।
729,Please hurry.,একটু তারাতারি করো।
730,Someone came.,কেউ একজন এসেছিলেন।
731,Someone came.,কেউ এসেছিলো।
732,Stay at home.,বাড়িতেই থাকুন।
733,Stay at home.,বাড়িতে থাকো।
734,Step outside.,বাইরে আসো।
735,Step outside.,বাইরে আসুন।
736,Stop yelling.,চিৎকার করা বন্ধ করো।
737,Stop yelling.,চিৎকার করা বন্ধ করুন।
738,Stop yelling.,চেঁচানো বন্ধ করুন।
739,Stop yelling.,চেঁচানো বন্ধ করো।
740,That is mine.,ওটা আমার।
741,This is mine.,এটা আমার।
742,Tom has died.,টম মারা গেছে।
743,Tom has time.,টমের হাতে সময় আছে।
744,Tom is there.,টম ওখানে আছে।
745,Tom is tired.,টম ক্লান্ত।
746,Tom listened.,টম শুনলো।
747,Tom loves me.,টম আমাকে ভালোবাসে।
748,Tom saw them.,টম তাদের দেখলো।
749,Tom saw them.,টম ওদের দেখলো।
750,Tom saw them.,টম ওনাদের দেখলো।
751,Tom screamed.,টম চিৎকার করলো।
752,Tom screamed.,টম চেঁচালো।
753,Tom wants me.,টমের আমাকে চায়।
754,Tom'll speak.,টম কথা বলবে।
755,Tom's coming.,টম আসছে।
756,Tom's crying.,টম কাঁদছে।
757,Tom's famous.,টম বিখ্যাত।
758,Tom's strong.,টম শক্তিশালী।
759,Unbelievable!,অবিশ্বাস্য!
760,Wait outside.,বাইরে অপেক্ষা করুন।
761,Wait outside.,বাইরে অপেক্ষা করো।
762,Was Tom here?,টম কি এখানে ছিলো?
763,We apologize.,আমরা ক্ষমা চাইছি।
764,We are Arabs.,আমরা আরব।
765,We live here.,আমরা এখানে থাকি।
766,We sat there.,আমরা ওখানে বসেছিলাম।
767,We'll scream.,আমরা চিৎকার করবো।
768,We'll scream.,আমরা চেঁচাবো।
769,We're inside.,আমরা ভেতরে আছি।
770,We're inside.,আমরা ভেতরে।
771,What a nerve!,কী সাহস!
772,Who are they?,ওরা কারা?
773,Who has come?,কে এসেছে?
774,Who has come?,কে কে এসেছে?
775,Who is there?,কে ওখানে?
776,Who sent you?,আপনাকে কে পাঠিয়েছে?
777,Who's hungry?,কার কার খিদে পেয়েছে?
778,You are rich.,আপনি বড়লোক।
779,You are rich.,তুমি বড়লোক।
780,You are rich.,আপনি ধনী।
781,You are rich.,তুমি ধনী।
782,You go first.,আপনি প্রথমে যান।
783,You go first.,তুমি প্রথমে যাও।
784,You go first.,আপনি আগে যান।
785,You go first.,তুমি আগে যাও।
786,You go first.,তোমরা আগে যাও।
787,You go first.,তোমরা প্রথমে যাও।
788,You go first.,আপনারা আগে যান।
789,You go first.,আপনারা প্রথমে যান।
790,You may swim.,সাঁতার কাটতে পারেন।
791,You may swim.,সাঁতার কাটতে পার।
792,You sit here.,আপনি এখানে বসুন।
793,You sit here.,তুমি এখানে বসো।
794,A car hit Tom.,একটা গাড়ী টমকে ধাক্কা মারল।
795,Any questions?,কোন প্রশ্ন আছে?
796,Anything else?,আর কিছু?
797,Are you there?,আপনি কি ওখানে আছেন?
798,Are you there?,তুমি কি ওখানে আছো?
799,Call a doctor.,ডাক্তার ডাকো।
800,Call a doctor.,ডাক্তার ডাকুন।
801,Did you speak?,আপনি কথা বললেন?
802,Did you speak?,তুমি কথা বললে?
803,Do come again.,আবার আসবেন কিন্তু।
804,Do come again.,আবার আসবে কিন্তু।
805,Don't call me.,আমাকে ডেকো না।
806,Don't call me.,আমাকে ডাকবেন না।
807,Don't come in.,ভেতরে আসবেন না।
808,Don't come in.,ভেতরে আসবে না।
809,Eat something.,কিছু খান।
810,Eat something.,কিছু খাও।
811,Eat something.,কিছু তো খান।
812,Eat something.,কিছু তো খাও।
813,Eat something.,কিছু খেয়ে নিন।
814,Eat something.,কিছু খেয়ে নাও।
815,Everyone dies.,সবাই মারা যায়।
816,Flowers bloom.,ফুল ফোটে।
817,Go over there.,ঐখানে যান।
818,Go over there.,ঐখানে যাও।
819,He looks pale.,তাকে ফ্যাকাসে দেখাচ্ছে।
820,He looks pale.,ওকে ফ্যাকাসে দেখাচ্ছে।
821,He looks pale.,ওনাকে ফ্যাকাসে দেখাচ্ছে।
822,How old is he?,ওনার বয়স কত?
823,How old is he?,ওর বয়স কত?
824,How old is he?,তার বয়স কত?
825,"Hurry up, Tom.","তারাতারি, টম।"
826,"Hurry up, Tom.","তারাতারি কর, টম।"
827,I am coughing.,আমি কাশছি।
828,I am sneezing.,আমি হাঁচ্ছি।
829,I am sneezing.,আমি হাঁচি দিচ্ছি।
830,I can't do it.,আমি এটা করতে পারব না।
831,I did my work.,আমি আমার কাজ করলাম।
832,I exaggerated.,আমি বাড়িয়ে বললাম।
833,I feel hungry.,আমার খিদে পাচ্ছে।
834,I have a cold.,আমার ঠান্ডা লেগেছে।
835,I like apples.,আমি আপেল পছন্দ করি।
836,I like to eat.,আমি খেতে ভালোবাসি।
837,I like yellow.,আমি হলুদ রঙ পছন্দ করি।
838,I like yellow.,আমার হলুদ রঙ পছন্দ।
839,I love apples.,আমি আপেল ভালোবাসি।
840,I ran outside.,আমি বাইরে দৌড়ে গেলাম।
841,I want to cry.,আমি কাঁদতে চাই।
842,I wanted this.,আমি এটা চেয়েছিলাম।
843,I wanted this.,আমার এটা প্রয়োজন ছিলো।
844,I was outside.,আমি বাইরে ছিলাম।
845,I was stunned.,আমি অবাক হয়ে গেছিলাম।
846,I went aboard.,আমি বাইরে গেছিলাম।
847,I went aboard.,আমি বিদেশে গেছিলাম।
848,I went inside.,আমি ভেতরে গেলাম।
849,I'll take him.,আমি ওকে নিয়ে যাবো।
850,I'll take him.,আমি তাকে নিয়ে যাবো।
851,I'll take him.,আমি ওনাকে নিয়ে যাবো।
852,I'll take him.,আমি তাঁকে নিয়ে যাবো।
853,I'm Tom's mom.,আমি টমের মা।
854,I'm a student.,আমি একজন ছাত্র।
855,I'm a student.,আমি একজন ছাত্রী।
856,I'm exhausted.,আমি হাঁপিয়ে গেছি।
857,I'm exhausted.,আমি ক্লান্ত।
858,I'm not proud.,আমি গর্বিত নই।
859,I'm screaming.,আমি চিৎকার করছি।
860,I'm screaming.,আমি চেঁচাচ্ছি।
861,I've got wine.,আমার কাছে ওয়াইন আছে।
862,I've returned.,আমি ফিরে এসেছি।
863,Is that blood?,ওটা কি রক্ত?
864,It is raining.,বৃষ্টি পড়ছে।
865,It is the law.,এটাই আইন।
866,It isn't mine.,এটা আমার নয়।
